abrvbv-output-5.mp4,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,
abrvbv-output-6.mp4,,4,,,,,,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,5,,
abrvbv-output-7.mp4,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,4,,,,,
abrvbv-output-8.mp4,,,,,,,,,,2,,,,,,5,,,,,,,,,,5,,,,,,4,,,,,,,,
abrvbv-output-9.mp4,,,,,,,,,3,,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,4,
cbr-output-0.ts,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,
cbr-output-1.ts,,,,5,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,5,,,,,,,,
cbr-output-2.ts,,,3,,,,,,,,3,,,,,,,,,,4,,,,,,,,,,,,,,,,,,4,
cbr-output-3.ts,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,,,,
cbr-output-4.ts,2,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,2,,,,,,,
cbr-output-5.ts,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1
crf-output-0.mp4,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,
crf-output-1.mp4,,,,,5,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,4,,,,,,,
crf-output-10.mp4,,,,2,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3
crf-output-11.mp4,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,2,,,
crf-output-2.mp4,,4,,,,,,,,,,,,,,,,,5,,,,,5,,,,5,,,,,,4,,,,,,
crf-output-3.mp4,,,,,,,,,,,,,,,,4,,,,,,,,,,4,,,,,4,,,,,,,,,
crf-output-4.mp4,,,,,,,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,3,,,
crf-output-5.mp4,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,3,,,,,,
crf-output-6.mp4,,,,,5,,,,,,,,5,,,,,,,,,,5,,,,,,,,5,,,,,,,,,
crf-output-7.mp4,,,,5,,,,,,,3,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,
crf-output-8.mp4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,4,,,,,
crf-output-9.mp4,,5,,,,,,,,,,,,,,,4,,,,,,,,,,3,,,,,3,,,,,,,,
crf2-output-0.mp4,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,4,,
crf2-output-1.mp4,,,,,,,5,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,5,,,,,
crf2-output-2.mp4,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,,4,,,,,,,,
crf2-output-3.mp4,,,,3,4,,,,,,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,
crf2-output-4.mp4,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,3,,,,,,4,,,,
crf2-output-5.mp4,,,2,,2,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,3,,,,,,,
crfvbv-output-0.mp4,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,5,
crfvbv-output-1.mp4,,,,,,,,5,,,,,,,,,5,,5,,,,,,,,5,,,,,,,,,5,,,,
crfvbv-output-2.mp4,,,,,,,3,,,,,,,,4,,,,,,,,,,4,,,,,,,,4,,,,,,,
crfvbv-output-3.mp4,,,,,,3,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,3
crfvbv-output-4.mp4,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,
crfvbv-output-5.mp4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,
crfvbv2-output-0.mp4,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5
crfvbv2-output-1.mp4,,,,,,,,,4,,,,,,,,,,,,,,,,,,,5,,,,,,,,,5,,,
crfvbv2-output-2.mp4,,,,,,,,5,,,,,,,,4,,,,,,,,,,4,,,,,,,,4,,,,,,
crfvbv2-output-3.mp4,,,,,,,2,,,,,,,3,,,,,,,,,,4,,,,,,,4,,,,,,,,,
crfvbv2-output-4.mp4,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,
crfvbv2-output-5.mp4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,2,,,,,
